User_ID,Age,Gender,City_Tier,City_Name,Occupation,Monthly_Income_INR,Rent_Housing_INR,Food_Groceries_INR,Utilities_Bills_INR,Healthcare_INR,Education_Childcare_INR,Entertainment_Dining_INR,Shopping_Lifestyle_INR,Investment_INR,Discretionary_Spending_INR,Essential_Spending_INR,Total_Monthly_Expenses_INR,Monthly_Savings_INR,Savings_Rate_Pct,Discretionary_Ratio_Pct,Financial_Resilience_Score,Emergency_Fund_Months
IN_USR_00888,32,Female,Tier 1,Mumbai,Data Analyst,160500,40000,24200,10000,8400,13800,7600,6600,29500,14200,96400,110600,49900,31.1,12.8,60,4.8
IN_USR_00889,26,Male,Tier 2,Ahmedabad,Freelancer/Consultant,146000,26000,24800,8500,7300,3000,11200,6900,40500,18100,69600,87700,58300,39.9,20.6,72,6.7
IN_USR_00890,31,Female,Tier 2,Kochi,Marketing Manager,64000,11500,11400,5000,2300,3500,3200,4300,12000,7500,33700,41200,22800,35.6,18.2,60,4.3
IN_USR_00891,24,Female,Tier 1,Pune,Marketing Manager,112500,26500,19200,5400,4100,3000,7600,5900,28000,13500,58200,71700,40800,36.3,18.8,66,5.7
IN_USR_00892,43,Female,Tier 2,Chandigarh,Teacher/Professor,43500,7500,7600,2700,2500,3600,3800,2100,7500,5900,23900,29800,13700,31.5,19.8,67,7.2
IN_USR_00893,48,Female,Tier 2,Chandigarh,Healthcare Worker,58500,11500,9600,3400,3300,5700,5400,3000,7500,8400,33500,41900,16600,28.4,20.0,49,3.3
IN_USR_00894,32,Female,Tier 3,Warangal,Financial Analyst,96000,10000,13200,6000,2600,9500,7800,6600,24000,14400,41300,55700,40300,42.0,25.9,79,9.1
IN_USR_00895,34,Male,Tier 1,Hyderabad,Marketing Manager,71500,23000,11400,4600,3600,5100,5600,2300,7000,7900,47700,55600,15900,22.2,14.2,38,1.2
IN_USR_00896,23,Male,Tier 3,Mysore,Civil Engineer,77000,8500,15000,4200,3800,2200,4500,2600,21000,7100,33700,40800,36200,47.0,17.4,74,7.0
IN_USR_00897,50,Female,Tier 1,Mumbai,Operations Executive,63000,14500,10400,4800,1600,4100,4500,3800,8500,8300,35400,43700,19300,30.6,19.0,58,4.9
IN_USR_00898,52,Female,Tier 2,Chandigarh,Data Analyst,137000,33500,26400,6000,3000,12700,9400,7400,24500,16800,81600,98400,38600,28.2,17.1,55,4.5
IN_USR_00899,45,Female,Tier 2,Chandigarh,Sales Consultant,37500,9500,7400,2400,2100,3700,3500,1300,3500,4800,25100,29900,7600,20.3,16.1,38,1.9
IN_USR_00900,47,Male,Tier 1,Chennai,Marketing Manager,147500,38500,26000,11500,3400,11200,13000,4500,26500,17500,90600,108100,39400,26.7,16.2,49,3.3
IN_USR_00901,32,Female,Tier 3,Salem,Teacher/Professor,41000,7500,7800,1700,1300,2100,3200,2700,7000,5900,20400,26300,14700,35.9,22.4,80,10.1
IN_USR_00902,43,Male,Tier 1,Chennai,Sales Consultant,52500,14000,6400,3900,3000,2100,3900,2400,7500,6300,29400,35700,16800,32.0,17.6,59,4.7
IN_USR_00903,46,Male,Tier 2,Kochi,Healthcare Worker,84000,15500,13600,6700,3100,6900,4000,4000,14500,8000,45800,53800,30200,36.0,14.9,58,3.4
IN_USR_00904,40,Female,Tier 1,Hyderabad,Small Business Owner,83000,27000,16000,6200,4600,3400,4000,5700,7500,9700,57200,66900,16100,19.4,14.5,36,1.4
IN_USR_00905,26,Male,Tier 2,Chandigarh,Data Analyst,60000,9000,7200,4300,3300,1100,3000,3700,19000,6700,24900,31600,28400,47.3,21.2,81,9.2
IN_USR_00906,43,Male,Tier 2,Jaipur,Financial Analyst,81000,19500,15800,3800,3900,3700,5300,5200,11000,10500,46700,57200,23800,29.4,18.4,59,5.5
IN_USR_00907,46,Female,Tier 2,Chandigarh,Sales Consultant,61000,13500,9800,4200,2400,5100,4600,4500,9000,9100,35000,44100,16900,27.7,20.6,51,4.1
IN_USR_00908,27,Male,Tier 3,Trichy,Financial Analyst,107000,15500,14400,4800,5400,600,9700,7300,23000,17000,40700,57700,49300,46.1,29.5,77,8.9
IN_USR_00909,40,Female,Tier 2,Kochi,Marketing Manager,101000,17500,15000,5000,2000,9400,8200,4500,17500,12700,48900,61600,39400,39.0,20.6,57,3.0
IN_USR_00910,53,Female,Tier 3,Mysore,Freelancer/Consultant,134000,14500,24200,9200,2700,11300,6100,8000,39000,14100,61900,76000,58000,43.3,18.6,72,6.5
IN_USR_00911,26,Female,Tier 2,Kochi,Sales Consultant,82000,18500,13000,4900,4100,800,8200,3200,17000,11400,41300,52700,29300,35.7,21.6,52,2.5
IN_USR_00912,44,Female,Tier 1,Hyderabad,Civil Engineer,100500,33000,19800,5900,5600,6700,4900,6800,9500,11700,71000,82700,17800,17.7,14.1,33,0.8
IN_USR_00913,30,Female,Tier 1,Chennai,Financial Analyst,123500,33000,19200,9000,6900,600,12000,5000,15500,17000,68700,85700,37800,30.6,19.8,56,4.5
IN_USR_00914,39,Female,Tier 1,Hyderabad,Healthcare Worker,70000,18000,13800,4300,2000,4800,5800,3600,12000,9400,42900,52300,17700,25.3,18.0,42,2.0
IN_USR_00915,25,Female,Tier 3,Mysore,Civil Engineer,69000,9500,9800,3400,4000,1700,4500,2100,16500,6600,28400,35000,34000,49.3,18.9,69,5.7
IN_USR_00916,41,Female,Tier 2,Indore,Financial Analyst,124500,22000,22200,9000,6800,7700,12200,4100,21500,16300,67700,84000,40500,32.5,19.4,58,4.5
IN_USR_00917,35,Female,Tier 2,Kochi,Small Business Owner,175000,40000,28800,11000,5800,9000,8300,8100,37500,16400,94600,111000,64000,36.6,14.8,81,9.3
IN_USR_00918,36,Male,Tier 2,Chandigarh,Sales Consultant,96500,23000,14000,7300,3400,4700,5700,5400,18000,11100,52400,63500,33000,34.2,17.5,73,8.1
IN_USR_00919,39,Male,Tier 1,Mumbai,Operations Executive,94000,22500,17600,4000,2800,7300,5600,6700,15000,12300,54200,66500,27500,29.3,18.5,47,2.3
IN_USR_00920,39,Female,Tier 1,Delhi-NCR,Freelancer/Consultant,112000,36500,19200,8800,4900,5300,9400,7500,9500,16900,74700,91600,20400,18.2,18.4,41,3.2
IN_USR_00921,40,Male,Tier 2,Ahmedabad,Software Engineer,153000,27000,20200,6300,7000,13100,6800,8100,43500,14900,73600,88500,64500,42.2,16.8,64,4.1
IN_USR_00922,46,Male,Tier 2,Kochi,Data Analyst,86000,17000,11600,5500,2700,6500,5100,2700,14500,7800,43300,51100,34900,40.6,15.3,69,5.3
IN_USR_00923,52,Female,Tier 1,Chennai,Healthcare Worker,50000,15000,8600,2800,1700,4500,2100,2200,7500,4300,32600,36900,13100,26.2,11.7,52,3.7
IN_USR_00924,54,Male,Tier 2,Coimbatore,Financial Analyst,120000,19000,15000,5500,4900,11600,6500,8100,34000,14600,56000,70600,49400,41.2,20.7,69,5.9
IN_USR_00925,48,Female,Tier 2,Ahmedabad,Healthcare Worker,48000,9500,8200,2700,1300,4300,4300,2500,6500,6800,26000,32800,15200,31.7,20.7,68,7.6
IN_USR_00926,38,Male,Tier 1,Chennai,Small Business Owner,225500,50500,38600,15300,8800,9600,19300,17500,45000,36800,122800,159600,65900,29.2,23.1,45,2.4
IN_USR_00927,42,Female,Tier 1,Chennai,Small Business Owner,177000,39500,32000,10600,8300,14500,12900,5700,31000,18600,104900,123500,53500,30.2,15.1,51,2.7
IN_USR_00928,53,Male,Tier 1,Bangalore,Freelancer/Consultant,162500,46500,30200,9100,4200,6600,12600,9900,21000,22500,96600,119100,43400,26.7,18.9,48,3.2
IN_USR_00929,46,Male,Tier 2,Indore,Operations Executive,57000,9500,11000,3200,2600,3800,3800,4500,11000,8300,30100,38400,18600,32.6,21.6,67,7.1
IN_USR_00930,35,Male,Tier 1,Hyderabad,Data Analyst,88500,22000,14600,6200,4700,7100,8200,6300,10000,14500,54600,69100,19400,21.9,21.0,36,1.3
IN_USR_00931,36,Female,Tier 1,Bangalore,Operations Executive,41000,10000,5600,2200,1600,3400,3400,2200,6500,5600,22800,28400,12600,30.7,19.7,62,6.2
IN_USR_00932,53,Female,Tier 2,Kochi,Small Business Owner,115000,18000,14800,4600,2400,4900,4700,5000,24000,9700,44700,54400,60600,52.7,17.8,88,10.7
IN_USR_00933,58,Male,Tier 1,Delhi-NCR,Marketing Manager,149000,36500,23000,11200,3400,9700,6200,10200,32500,16400,83800,100200,48800,32.8,16.4,56,3.7
IN_USR_00934,38,Female,Tier 3,Salem,Data Analyst,113500,18000,19800,4700,6500,7800,4600,3900,22500,8500,56800,65300,48200,42.5,13.0,90,10.7
IN_USR_00935,57,Female,Tier 1,Chennai,Freelancer/Consultant,196500,45000,34400,9600,7100,12300,8300,10100,37500,18400,108400,126800,69700,35.5,14.5,57,3.2
IN_USR_00936,22,Male,Tier 2,Kochi,Operations Executive,82000,16000,15200,3400,2500,2100,4400,4300,13500,8700,39200,47900,34100,41.6,18.2,81,8.8
IN_USR_00937,58,Female,Tier 2,Coimbatore,Sales Consultant,65500,14500,11800,3400,1500,4100,5800,3700,10500,9500,35300,44800,20700,31.6,21.2,68,7.6
IN_USR_00938,57,Male,Tier 1,Chennai,Civil Engineer,71000,17000,10800,4200,2400,4100,6300,4800,11500,11100,38500,49600,21400,30.1,22.4,56,5.0
IN_USR_00939,45,Female,Tier 1,Delhi-NCR,Financial Analyst,113500,38500,19400,6600,4700,9200,10600,5400,13000,16000,78400,94400,19100,16.8,16.9,41,3.4
IN_USR_00940,31,Female,Tier 2,Coimbatore,Financial Analyst,130000,21500,24000,6300,6200,5800,8500,4600,29000,13100,63800,76900,53100,40.8,17.0,59,2.9
IN_USR_00941,28,Male,Tier 1,Pune,Small Business Owner,107000,34000,18600,7700,4200,1000,9700,5200,18000,14900,65500,80400,26600,24.9,18.5,48,3.6
IN_USR_00942,47,Male,Tier 2,Coimbatore,Healthcare Worker,54000,9500,9200,2500,2600,4600,4500,4000,12000,8500,28400,36900,17100,31.7,23.0,65,7.1
IN_USR_00943,53,Male,Tier 3,Nagpur,Operations Executive,43000,7000,6200,2100,2000,4200,2200,1300,9000,3500,21500,25000,18000,41.9,14.0,66,4.4
IN_USR_00944,26,Male,Tier 1,Bangalore,Healthcare Worker,100000,30500,12000,6400,3400,1100,5800,6100,23500,11900,53400,65300,34700,34.7,18.2,67,6.5
IN_USR_00945,24,Female,Tier 3,Warangal,Civil Engineer,49500,5000,8800,3700,1700,800,2300,3200,14000,5500,20000,25500,24000,48.5,21.6,77,8.2
IN_USR_00946,53,Male,Tier 1,Hyderabad,Data Analyst,129000,32500,16400,6400,6900,10000,5900,6300,22500,12200,72200,84400,44600,34.6,14.5,67,6.0
IN_USR_00947,52,Male,Tier 1,Pune,Sales Consultant,73000,22000,9400,4900,3200,5900,3000,4000,8500,7000,45400,52400,20600,28.2,13.4,48,2.3
IN_USR_00948,39,Female,Tier 2,Indore,Small Business Owner,240000,37000,40000,16300,9500,22600,13800,9200,44500,23000,125400,148400,91600,38.2,15.5,66,4.9
IN_USR_00949,29,Male,Tier 3,Mysore,Marketing Manager,92000,13000,11000,6500,4800,2500,7900,3000,19500,10900,37800,48700,43300,47.1,22.4,75,7.7
IN_USR_00950,53,Male,Tier 2,Coimbatore,Data Analyst,63500,10500,8200,5000,2800,2600,4400,4400,13500,8800,29100,37900,25600,40.3,23.2,81,9.5
IN_USR_00951,45,Male,Tier 1,Bangalore,Operations Executive,73000,21500,11200,3100,2200,7100,4500,3700,13500,8200,45100,53300,19700,27.0,15.4,59,5.7
IN_USR_00952,30,Male,Tier 1,Bangalore,Freelancer/Consultant,108000,33000,16800,8600,3800,900,4800,7500,15000,12300,63100,75400,32600,30.2,16.3,55,3.9
IN_USR_00953,57,Male,Tier 1,Mumbai,Operations Executive,50500,16000,7600,2800,2000,2100,3600,2200,8000,5800,30500,36300,14200,28.1,16.0,49,3.0
IN_USR_00954,30,Female,Tier 3,Warangal,Marketing Manager,59500,9000,9400,2900,1600,1000,4600,4300,11000,8900,23900,32800,26700,44.9,27.1,87,11.5
IN_USR_00955,54,Male,Tier 3,Mysore,Sales Consultant,87000,15500,11000,4100,3900,5600,6700,6700,21500,13400,40100,53500,33500,38.5,25.0,67,6.2
IN_USR_00956,49,Male,Tier 3,Warangal,Software Engineer,106500,16500,20800,5900,4700,9800,9000,3900,21000,12900,57700,70600,35900,33.7,18.3,70,7.3
IN_USR_00957,48,Male,Tier 1,Pune,Operations Executive,77500,25000,12000,3200,1800,3500,7200,2900,13000,10100,45500,55600,21900,28.3,18.2,50,3.4
IN_USR_00958,47,Female,Tier 1,Delhi-NCR,Operations Executive,103500,30000,15200,5400,6000,7300,6500,7600,15500,14100,63900,78000,25500,24.6,18.1,50,4.2
IN_USR_00959,58,Male,Tier 1,Bangalore,Sales Consultant,92000,26500,15600,3900,4200,8800,8500,5500,9000,14000,59000,73000,19000,20.7,19.2,46,4.2
IN_USR_00960,42,Male,Tier 2,Kochi,Operations Executive,47500,11000,7600,2700,1500,3100,3800,3200,9500,7000,25900,32900,14600,30.7,21.3,48,2.6
IN_USR_00961,40,Male,Tier 2,Kochi,Teacher/Professor,66000,12000,12200,4200,1800,5500,6100,4100,9500,10200,35700,45900,20100,30.5,22.2,63,6.6
IN_USR_00962,43,Male,Tier 3,Warangal,Civil Engineer,43500,5500,7800,3400,1700,2600,2400,1500,8000,3900,21000,24900,18600,42.8,15.7,72,6.3
IN_USR_00963,57,Female,Tier 1,Mumbai,Operations Executive,77500,21500,15400,4900,2400,5700,4000,2500,11000,6500,49900,56400,21100,27.2,11.5,61,5.8
IN_USR_00964,28,Female,Tier 1,Delhi-NCR,Data Analyst,78500,19000,11600,5700,1700,2000,4400,4500,14000,8900,40000,48900,29600,37.7,18.2,78,8.6
IN_USR_00965,49,Male,Tier 1,Chennai,Freelancer/Consultant,70000,15500,10200,4500,2200,4600,3800,4300,14000,8100,37000,45100,24900,35.6,18.0,59,4.0
IN_USR_00966,57,Female,Tier 2,Chandigarh,Software Engineer,158000,35500,21200,12400,5600,11500,6500,6000,34000,12500,86200,98700,59300,37.5,12.7,73,6.7
IN_USR_00967,39,Female,Tier 1,Mumbai,Healthcare Worker,79500,20000,13400,6000,4500,4500,3200,5100,12000,8300,48400,56700,22800,28.7,14.6,61,5.9
IN_USR_00968,46,Female,Tier 1,Bangalore,Data Analyst,119000,37000,18400,8300,4200,9200,7500,6800,13500,14300,77100,91400,27600,23.2,15.6,51,4.5
IN_USR_00969,53,Female,Tier 2,Indore,Civil Engineer,56000,8500,9000,3100,2100,2900,2700,1900,17000,4600,25600,30200,25800,46.1,15.2,89,10.6
IN_USR_00970,32,Female,Tier 1,Delhi-NCR,Civil Engineer,71000,18000,12600,5400,2500,6600,6900,4600,8000,11500,45100,56600,14400,20.3,20.3,42,3.2
IN_USR_00971,26,Female,Tier 2,Jaipur,Healthcare Worker,85000,16000,10400,4900,3200,1100,5600,4000,19000,9600,35600,45200,39800,46.8,21.2,92,14.6
IN_USR_00972,38,Female,Tier 1,Mumbai,Freelancer/Consultant,110500,36500,22000,6000,5600,5000,10500,3800,13000,14300,75100,89400,21100,19.1,16.0,34,1.0
IN_USR_00973,27,Female,Tier 1,Delhi-NCR,Financial Analyst,129000,33000,25000,6300,4200,2000,7000,4500,19500,11500,70500,82000,47000,36.4,14.0,72,6.8
IN_USR_00974,33,Female,Tier 2,Ahmedabad,Financial Analyst,86000,13000,17000,5500,2000,7400,4800,5900,17000,10700,44900,55600,30400,35.3,19.2,72,7.8
IN_USR_00975,57,Female,Tier 2,Chandigarh,Teacher/Professor,42000,7500,5000,3100,2100,3000,1700,2300,7000,4000,20700,24700,17300,41.2,16.2,62,3.7
IN_USR_00976,25,Female,Tier 1,Mumbai,Marketing Manager,143500,47000,23800,7300,4300,800,6700,6100,28000,12800,83200,96000,47500,33.1,13.3,68,6.5
IN_USR_00977,26,Female,Tier 1,Delhi-NCR,Sales Consultant,120000,39000,21000,6700,5000,1500,8600,9400,19500,18000,73200,91200,28800,24.0,19.7,43,2.7
IN_USR_00978,58,Female,Tier 2,Indore,Healthcare Worker,62000,12500,10000,4500,1800,4700,3800,2800,12500,6600,33500,40100,21900,35.3,16.5,63,4.9
IN_USR_00979,46,Female,Tier 1,Delhi-NCR,Sales Consultant,70000,22000,9600,5000,3500,4700,5300,4800,6500,10100,44800,54900,15100,21.6,18.4,47,4.0
IN_USR_00980,47,Male,Tier 1,Mumbai,Sales Consultant,78500,22000,12400,4600,4300,5300,5100,2600,15000,7700,48600,56300,22200,28.3,13.7,61,5.9
IN_USR_00981,28,Female,Tier 1,Delhi-NCR,Sales Consultant,98500,33000,18600,4200,3100,2400,7200,3200,18500,10400,61300,71700,26800,27.2,14.5,58,5.4
IN_USR_00982,26,Female,Tier 1,Delhi-NCR,Teacher/Professor,47000,10500,6000,3300,2000,100,3300,2900,9500,6200,21900,28100,18900,40.2,22.1,72,6.8
IN_USR_00983,43,Female,Tier 1,Delhi-NCR,Operations Executive,68000,15500,11000,3100,2600,4700,5800,2200,14500,8000,36900,44900,23100,34.0,17.8,69,6.9
IN_USR_00984,58,Male,Tier 3,Salem,Healthcare Worker,71000,11000,11000,4900,2200,3400,6700,2500,15000,9200,32500,41700,29300,41.3,22.1,71,6.6
IN_USR_00985,24,Male,Tier 1,Mumbai,Marketing Manager,115000,34000,17600,8400,3000,1900,6400,8700,14000,15100,64900,80000,35000,30.4,18.9,47,2.0
IN_USR_00986,24,Female,Tier 2,Jaipur,Marketing Manager,106500,25500,14200,7100,2600,2100,9400,5000,25000,14400,51500,65900,40600,38.1,21.9,66,5.6
IN_USR_00987,52,Female,Tier 2,Indore,Civil Engineer,76500,16500,12400,5100,4100,5800,6200,5400,13500,11600,43900,55500,21000,27.5,20.9,46,2.7
IN_USR_00988,23,Female,Tier 1,Delhi-NCR,Teacher/Professor,57000,16000,10200,3200,3300,500,5200,2000,7500,7200,33200,40400,16600,29.1,17.8,48,2.7
IN_USR_00989,36,Male,Tier 1,Mumbai,Data Analyst,139000,39500,21200,7800,5900,8100,7600,8500,27500,16100,82500,98600,40400,29.1,16.3,58,5.0
IN_USR_00990,42,Male,Tier 1,Hyderabad,Financial Analyst,125500,35500,15400,9700,3100,6800,11600,6900,25000,18500,70500,89000,36500,29.1,20.8,56,4.9
IN_USR_00991,47,Female,Tier 2,Kochi,Marketing Manager,125000,29000,18400,8000,5500,11400,5800,4300,26500,10100,72300,82400,42600,34.1,12.3,55,2.7
IN_USR_00992,49,Female,Tier 3,Nagpur,Small Business Owner,76500,13500,9200,3600,1900,7600,4700,4900,20000,9600,35800,45400,31100,40.7,21.1,69,6.0
IN_USR_00993,58,Male,Tier 1,Delhi-NCR,Civil Engineer,48000,11000,8000,3800,2100,4300,2500,1800,7500,4300,29200,33500,14500,30.2,12.8,67,6.9
IN_USR_00994,28,Female,Tier 2,Indore,Teacher/Professor,34500,8000,5000,1500,1500,300,2700,2200,5500,4900,16300,21200,13300,38.6,23.1,74,7.9
IN_USR_00995,40,Male,Tier 1,Delhi-NCR,Small Business Owner,106500,33000,19600,5800,4300,6100,8800,5300,15000,14100,68800,82900,23600,22.2,17.0,40,1.9
IN_USR_00996,41,Female,Tier 1,Hyderabad,Financial Analyst,169500,40500,21400,10800,4200,7900,11300,6400,28500,17700,84800,102500,67000,39.5,17.3,82,9.1
IN_USR_00997,42,Male,Tier 2,Ahmedabad,Healthcare Worker,56000,13500,9800,3700,2800,3300,4600,4200,8500,8800,33100,41900,14100,25.2,21.0,45,3.0
IN_USR_00998,47,Male,Tier 1,Bangalore,Software Engineer,162500,44000,30000,9500,9500,14100,14900,8500,20500,23400,107100,130500,32000,19.7,17.9,42,3.3
IN_USR_00999,49,Female,Tier 3,Dehradun,Financial Analyst,47500,8000,6400,2400,1100,4400,2900,1500,9000,4400,22300,26700,20800,43.8,16.5,79,8.1
IN_USR_01000,53,Female,Tier 3,Nagpur,Financial Analyst,93500,9500,11200,5100,3200,7200,5600,3300,30500,8900,36200,45100,48400,51.8,19.7,92,18.3
IN_USR_01001,34,Male,Tier 1,Chennai,Small Business Owner,279500,88500,39600,15500,11500,21100,26700,11100,41500,37800,176200,214000,65500,23.4,17.7,49,4.1
IN_USR_01002,24,Female,Tier 3,Dehradun,Teacher/Professor,41500,6000,7400,1700,1400,500,3200,2900,10000,6100,17000,23100,18400,44.3,26.4,89,13.7
IN_USR_01003,51,Male,Tier 3,Dehradun,Marketing Manager,88500,10500,17000,6600,4700,7100,6600,4400,12500,11000,45900,56900,31600,35.7,19.3,58,3.8
IN_USR_01004,36,Female,Tier 1,Bangalore,Healthcare Worker,53000,18500,9800,2700,2800,3900,3400,2900,6000,6300,37700,44000,9000,17.0,14.3,40,2.8
IN_USR_01005,41,Male,Tier 1,Pune,Marketing Manager,132500,40500,19000,5900,3900,13200,9800,6200,19000,16000,82500,98500,34000,25.7,16.2,44,2.1
IN_USR_01006,49,Male,Tier 1,Mumbai,Sales Consultant,43500,10000,8400,3000,1200,2500,2400,1700,7500,4100,25100,29200,14300,32.9,14.0,67,6.3
IN_USR_01007,45,Male,Tier 2,Kochi,Operations Executive,70500,15500,12000,3000,1800,3300,6800,5500,9500,12300,35600,47900,22600,32.1,25.7,65,7.3
IN_USR_01008,39,Male,Tier 1,Hyderabad,Civil Engineer,49500,14000,9200,3000,2000,3400,3800,3400,5500,7200,31600,38800,10700,21.6,18.6,37,1.4
IN_USR_01009,33,Female,Tier 2,Indore,Operations Executive,82500,12500,16000,6000,4300,3700,3600,3100,15000,6700,42500,49200,33300,40.4,13.6,85,9.4
IN_USR_01010,56,Male,Tier 1,Chennai,Civil Engineer,42500,11000,6400,3000,1000,3000,3800,1700,6000,5500,24400,29900,12600,29.6,18.4,58,5.2
IN_USR_01011,26,Male,Tier 2,Ahmedabad,Teacher/Professor,80500,16000,11800,4400,4500,100,4100,4700,14000,8800,36800,45600,34900,43.4,19.3,84,9.8
IN_USR_01012,45,Female,Tier 1,Bangalore,Civil Engineer,105000,29500,13800,4600,4300,9000,7900,5600,17000,13500,61200,74700,30300,28.9,18.1,55,4.5
IN_USR_01013,43,Male,Tier 2,Jaipur,Small Business Owner,133000,23000,21600,7600,2900,6200,12800,8400,35500,21200,61300,82500,50500,38.0,25.7,76,8.8
IN_USR_01014,46,Male,Tier 1,Hyderabad,Data Analyst,137500,37000,22000,9600,5000,5700,7900,5400,19000,13300,79300,92600,44900,32.7,14.4,53,2.6
IN_USR_01015,55,Male,Tier 1,Bangalore,Operations Executive,98000,26000,18800,4600,2800,8600,5300,4300,18000,9600,60800,70400,27600,28.2,13.6,55,4.1
IN_USR_01016,56,Male,Tier 2,Indore,Freelancer/Consultant,123000,29500,21200,5400,4400,11800,7200,9100,14500,16300,72300,88600,34400,28.0,18.4,49,3.2
IN_USR_01017,25,Male,Tier 1,Pune,Software Engineer,118500,40000,14600,8600,4300,400,5900,9100,24000,15000,67900,82900,35600,30.0,18.1,50,3.0
IN_USR_01018,43,Male,Tier 1,Pune,Data Analyst,152500,49500,24000,10500,3800,12900,13600,9800,13500,23400,100700,124100,28400,18.6,18.9,37,2.1
IN_USR_01019,55,Female,Tier 2,Coimbatore,Marketing Manager,109500,22500,13600,5300,5100,5600,7800,5200,23000,13000,52100,65100,44400,40.5,20.0,77,8.1
IN_USR_01020,40,Female,Tier 1,Bangalore,Healthcare Worker,84500,25500,13600,6700,3100,4300,4700,3100,10500,7800,53200,61000,23500,27.8,12.8,56,4.4
IN_USR_01021,29,Male,Tier 1,Bangalore,Marketing Manager,89500,28500,16000,6000,2300,600,8700,5300,13000,14000,53400,67400,22100,24.7,20.8,50,4.5
IN_USR_01022,22,Female,Tier 1,Mumbai,Sales Consultant,62000,15000,10600,2800,2200,1800,3900,3500,10500,7400,32400,39800,22200,35.8,18.6,71,7.1
IN_USR_01023,31,Male,Tier 1,Mumbai,Small Business Owner,257000,64500,40800,13100,5600,10300,17400,8500,64500,25900,134300,160200,96800,37.7,16.2,56,2.6
IN_USR_01024,51,Female,Tier 1,Bangalore,Operations Executive,51000,13000,6800,3600,2000,4400,2200,2700,8000,4900,29800,34700,16300,32.0,14.1,54,3.0
IN_USR_01025,34,Female,Tier 2,Ahmedabad,Operations Executive,45500,9000,7000,2100,2300,3600,2900,3600,8500,6500,24000,30500,15000,33.0,21.3,64,6.3
IN_USR_01026,31,Male,Tier 1,Delhi-NCR,Teacher/Professor,53500,16500,7600,3500,2800,4500,2200,3100,9000,5300,34900,40200,13300,24.9,13.2,45,2.2
IN_USR_01027,40,Female,Tier 2,Coimbatore,Teacher/Professor,70000,14500,13600,5400,3200,6900,2800,5500,9000,8300,43600,51900,18100,25.9,16.0,53,4.4
IN_USR_01028,57,Female,Tier 2,Jaipur,Sales Consultant,60500,10000,10800,4200,2200,4900,3400,2400,12000,5800,32100,37900,22600,37.4,15.3,79,8.6
IN_USR_01029,58,Female,Tier 1,Hyderabad,Freelancer/Consultant,111000,37500,16200,8200,3800,9500,8000,6100,11500,14100,75200,89300,21700,19.5,15.8,41,2.7
IN_USR_01030,26,Male,Tier 2,Chandigarh,Marketing Manager,99000,23500,13600,5600,5900,200,8000,7800,18500,15800,48800,64600,34400,34.7,24.5,53,3.2
IN_USR_01031,35,Male,Tier 1,Bangalore,Operations Executive,41000,14000,6200,3300,1900,3800,3800,1400,4500,5200,29200,34400,6600,16.1,15.1,36,2.2
IN_USR_01032,27,Female,Tier 2,Indore,Small Business Owner,249500,43500,39400,12700,6700,5700,20900,19000,55500,39900,108000,147900,101600,40.7,27.0,89,13.1
IN_USR_01033,48,Female,Tier 1,Pune,Freelancer/Consultant,121000,41000,17200,6900,4100,7400,8100,7800,11500,15900,76600,92500,28500,23.6,17.2,39,1.5
IN_USR_01034,58,Male,Tier 2,Chandigarh,Financial Analyst,75500,13000,9400,3600,4000,3900,4400,2500,18500,6900,33900,40800,34700,46.0,16.9,86,10.0
IN_USR_01035,24,Male,Tier 2,Coimbatore,Marketing Manager,93000,20000,17800,4800,4400,400,4100,7000,18500,11100,47400,58500,34500,37.1,19.0,53,2.2
IN_USR_01036,45,Male,Tier 2,Coimbatore,Healthcare Worker,54000,8500,7200,2300,2000,3600,4400,2100,14500,6500,23600,30100,23900,44.3,21.6,88,11.0
IN_USR_01037,55,Female,Tier 3,Salem,Freelancer/Consultant,86500,15000,13400,5600,4500,4900,4800,3500,21500,8300,43400,51700,34800,40.2,16.1,83,9.2
IN_USR_01038,23,Male,Tier 1,Hyderabad,Teacher/Professor,69500,23500,13200,3100,3300,1900,3700,4500,11000,8200,45000,53200,16300,23.5,15.4,40,1.5
IN_USR_01039,52,Female,Tier 3,Dehradun,Financial Analyst,52500,7500,8600,2600,1300,5000,3700,3200,13500,6900,25000,31900,20600,39.2,21.6,63,4.7
IN_USR_01040,57,Male,Tier 1,Pune,Data Analyst,96500,24500,15800,7100,2100,6700,8700,3600,18000,12300,56200,68500,28000,29.0,18.0,58,5.3
IN_USR_01041,27,Male,Tier 2,Jaipur,Healthcare Worker,50500,11500,7400,2400,1600,1300,2100,3400,13000,5500,24200,29700,20800,41.2,18.5,85,9.9
IN_USR_01042,23,Male,Tier 1,Mumbai,Small Business Owner,234000,54000,41000,13900,12200,3100,21900,14600,30500,36500,124200,160700,73300,31.3,22.7,60,5.9
IN_USR_01043,23,Male,Tier 3,Trichy,Healthcare Worker,47000,7500,7600,2400,1500,200,3400,1800,13500,5200,19200,24400,22600,48.1,21.3,86,10.5
IN_USR_01044,40,Female,Tier 2,Jaipur,Financial Analyst,78000,18000,11200,5100,1700,4900,3300,4000,12000,7300,40900,48200,29800,38.2,15.1,74,7.0
IN_USR_01045,22,Female,Tier 3,Warangal,Civil Engineer,65000,8500,9600,3900,2700,800,4800,2700,14000,7500,25500,33000,32000,49.2,22.7,74,7.5
